date_range,brand,units_sold,sales_exgst,product_cost,product_margin
14/12/2020,Troy,9,104.6,$44.37,$60.23
14/12/2020,Canimax,4,82.184,$72.52,$9.66
14/12/2020,Amazonia,1,13.456,$8.29,$5.17
21/12/2020,Nexgard Spectra,2129,141707.048,"$130,146.04","$11,561.01"
21/12/2020,Advocate,734,42026.208,"$33,820.12","$8,206.09"
21/12/2020,Bravecto,750,41156.864,"$31,152.16","$10,004.70"
21/12/2020,NexGard,308,17933.728,"$14,641.79","$3,291.94"
21/12/2020,Revolution,345,17603.064,"$15,110.08","$2,492.98"
21/12/2020,Sentinel,259,16213.784,"$15,809.94",$403.84
21/12/2020,Milbemax,500,8184.184,"$6,643.32","$1,540.86"
21/12/2020,Revolution Plus,148,6710.616,"$5,435.60","$1,275.02"
21/12/2020,Drontal,337,6559.328,"$5,167.15","$1,392.18"
21/12/2020,Simparica Trio,93,5874.6,"$4,584.69","$1,289.91"
21/12/2020,The Big 5,80,5527.416,"$4,454.37","$1,073.04"
21/12/2020,Comfortis Plus,56,5185.016,"$4,321.83",$863.18
21/12/2020,Interceptor,112,5115.008,"$4,009.28","$1,105.73"
21/12/2020,Advantix,107,5051.72,"$4,009.52","$1,042.20"
21/12/2020,Simparica,104,4770.296,"$3,569.17","$1,201.13"
21/12/2020,Bravecto Plus,137,4169.88,"$3,250.78",$919.10
21/12/2020,Advantage,77,3681.032,"$2,913.04",$767.99
21/12/2020,Frontline,87,3345.552,"$2,517.17",$828.38
21/12/2020,Seresto,83,2655.504,"$1,899.91",$755.59
21/12/2020,Comfortis,58,2294.096,"$2,111.77",$182.32
21/12/2020,Paragard,115,1709.024,"$1,261.87",$447.16
21/12/2020,Heartgard,46,1458.808,"$1,212.38",$246.43
21/12/2020,Ranvet,15,1238.72,"$1,052.62",$186.10
21/12/2020,Profender,69,1156.048,$706.73,$449.32
21/12/2020,Activyl,21,976.288,$855.02,$121.27
21/12/2020,Aristopet,77,748.568,$575.10,$173.47
21/12/2020,Milpro,36,665.416,$444.49,$220.93
21/12/2020,Cazitel,29,544.008,$377.40,$166.61
21/12/2020,Endogard,43,513.96,$468.89,$45.07
21/12/2020,kiltix,29,370.992,$251.68,$119.32
21/12/2020,Valuheart,40,357,$303.48,$53.52
21/12/2020,Capstar,18,349.592,$243.42,$106.17
21/12/2020,Evicto,8,279.44,$215.18,$64.26
21/12/2020,Omega Magic,16,223.464,$162.25,$61.22
21/12/2020,Fidos,4,168.992,$100.10,$68.90
21/12/2020,Nuheart,11,152.824,$116.27,$36.55
21/12/2020,Tick Twister,12,78.544,$66.81,$11.73
21/12/2020,Amazonia,3,40.36,$24.86,$15.50
21/12/2020,Canimax,2,40,$36.26,$3.74
21/12/2020,Troy,3,34.864,$14.79,$20.07
21/12/2020,Musca Ban,2,24.696,$16.15,$8.55
28/12/2020,Nexgard Spectra,1724,115384.288,"$106,128.69","$9,255.60"
28/12/2020,Bravecto,615,32422.84,"$24,171.82","$8,251.02"
28/12/2020,Advocate,524,29331.176,"$23,594.77","$5,736.41"
28/12/2020,Revolution,277,13105.688,"$11,407.02","$1,698.67"
28/12/2020,NexGard,254,12974.84,"$10,991.31","$1,983.53"
28/12/2020,Sentinel,167,10376.344,"$10,164.81",$211.53
28/12/2020,Milbemax,385,5782.776,"$4,697.58","$1,085.19"
28/12/2020,Drontal,229,4373.952,"$3,452.99",$920.96
28/12/2020,Simparica Trio,68,4159.16,"$3,292.82",$866.34
28/12/2020,Revolution Plus,96,4140.84,"$3,401.16",$739.68
28/12/2020,Simparica,97,3774.296,"$3,283.61",$490.69
28/12/2020,Comfortis Plus,44,3684.752,"$2,861.04",$823.71
28/12/2020,Interceptor,84,3652.912,"$2,853.14",$799.77
28/12/2020,Comfortis,72,3093.184,"$2,865.32",$227.87
28/12/2020,The Big 5,47,3040.384,"$2,446.44",$593.94
28/12/2020,Bravecto Plus,101,2993.6,"$2,332.40",$661.20
28/12/2020,Advantage,61,2858.144,"$2,286.03",$572.11
28/12/2020,Frontline,56,2282.984,"$1,782.15",$500.83
28/12/2020,Seresto,57,1796.504,"$1,304.76",$491.75
28/12/2020,Advantix,39,1765.52,"$1,403.35",$362.17
28/12/2020,Heartgard,36,982.792,$913.48,$69.31
28/12/2020,Paragard,70,953.408,$759.39,$194.02
28/12/2020,Aristopet,91,859,$660.70,$198.30
28/12/2020,Ranvet,9,766.048,$650.97,$115.08
28/12/2020,Profender,47,761.744,$481.40,$280.35
28/12/2020,Cazitel,35,643.944,$430.81,$213.13
28/12/2020,Fidos,17,579.816,$345.61,$234.21
28/12/2020,Milpro,14,492.712,$328.47,$164.25
28/12/2020,Activyl,10,479.64,$420.11,$59.53
28/12/2020,Endogard,27,320.4,$297.72,$22.68
28/12/2020,Valuheart,33,289.92,$246.50,$43.42
28/12/2020,Capstar,11,203.232,$141.92,$61.32
28/12/2020,Evicto,5,183.704,$133.11,$50.59
28/12/2020,kiltix,13,155.904,$112.82,$43.08
28/12/2020,Omega Magic,11,143.152,$111.55,$31.61
28/12/2020,Nuheart,5,70.488,$54.03,$16.46
28/12/2020,Tick Twister,10,65.456,$55.68,$9.78
28/12/2020,Troy,4,46.488,$19.72,$26.77
28/12/2020,Canimax,2,40,$36.26,$3.74
28/12/2020,Amazonia,1,13.456,$8.29,$5.17
28/12/2020,Musca Ban,1,12.352,$8.08,$4.28
